episode,total_reward,env_reward,pos_reward,epsilon,duration,steps,scores_made,scores_against
383,45.610750,-17.000000,50.610750,0.463583,146.778489,2052,969,8064
384,59.812250,-16.000000,60.812250,0.462656,185.189680,2449,974,8085
385,37.804500,-18.000000,46.804500,0.461731,141.543661,1894,977,8106
386,52.435750,-19.000000,65.435750,0.460807,192.539980,2648,979,8127
387,52.642750,-15.000000,49.642750,0.459886,144.769533,2002,985,8148
388,25.545000,-19.000000,38.545000,0.458966,111.669297,1562,987,8169
389,45.516250,-18.000000,54.516250,0.458048,156.808248,2202,990,8190
390,40.427000,-20.000000,57.427000,0.457132,163.616606,2310,991,8211
391,33.276750,-18.000000,42.276750,0.456218,120.648482,1711,994,8232
392,61.473750,-15.000000,58.473750,0.455305,167.900469,2363,1000,8253
393,54.940500,-17.000000,59.940500,0.454395,172.038201,2421,1004,8274
394,52.475250,-16.000000,53.475250,0.453486,152.645091,2147,1009,8295
395,99.319750,-11.000000,80.319750,0.452579,230.169973,3232,1019,8316
396,47.728000,-17.000000,52.728000,0.451674,154.187328,2121,1023,8337
