episode,total_reward,env_reward,pos_reward,epsilon,duration,steps,scores_made,scores_against
384,15.832667,-20.000000,35.332667,0.462656,111.609909,1775,897,8085
385,37.985167,-13.000000,46.985167,0.461731,148.760478,2370,905,8106
386,34.183167,-16.000000,47.683167,0.460807,152.096250,2397,910,8127
387,25.750500,-17.000000,40.750500,0.459886,129.582678,2048,914,8148
388,37.596000,-15.000000,49.596000,0.458966,157.623621,2489,920,8169
389,28.858667,-14.000000,39.358667,0.458048,124.406663,1977,927,8190
390,41.152833,-16.000000,54.652833,0.457132,175.040169,2753,932,8211
391,31.633500,-16.000000,45.133500,0.456218,145.157351,2269,937,8232
392,44.020500,-13.000000,53.020500,0.455305,168.399013,2671,945,8253
393,35.126167,-15.000000,47.126167,0.454395,149.545206,2365,951,8274
394,7.035500,-19.000000,25.035500,0.453486,79.443800,1256,953,8295
395,30.690500,-17.000000,45.690500,0.452579,145.679382,2295,957,8316
396,37.283000,-14.000000,47.783000,0.451674,152.560819,2404,964,8337
397,21.555667,-19.000000,39.555667,0.450770,126.213781,1985,966,8358
398,23.047833,-16.000000,36.547833,0.449869,118.257593,1846,971,8379
399,23.805167,-19.000000,41.805167,0.448969,133.920458,2110,973,8400
400,12.757500,-18.000000,29.257500,0.448071,93.226482,1474,976,8421
401,25.080667,-19.000000,43.080667,0.447175,139.019425,2170,978,8442
402,21.050333,-17.000000,36.050333,0.446281,114.927609,1813,982,8463
403,31.532833,-16.000000,45.032833,0.445388,143.984628,2267,987,8484
404,35.158000,-16.000000,48.658000,0.444497,155.922028,2446,992,8505
405,50.906000,-11.000000,56.906000,0.443608,184.310423,2859,1002,8526
406,39.745833,-15.000000,51.745833,0.442721,166.402977,2606,1008,8547
407,25.578000,-16.000000,39.078000,0.441836,125.199939,1965,1013,8568
408,30.438333,-16.000000,43.938333,0.440952,140.929479,2207,1018,8589
409,30.157500,-16.000000,43.657500,0.440070,140.649363,2205,1023,8610
410,20.870500,-17.000000,35.870500,0.439190,116.226149,1813,1027,8631
411,16.402500,-18.000000,32.902500,0.438312,105.988117,1655,1030,8652
412,64.323333,-12.000000,71.823333,0.437435,230.596605,3614,1039,8673
413,29.487667,-18.000000,45.987667,0.436560,148.096838,2318,1042,8694
414,42.075667,-15.000000,54.075667,0.435687,174.149193,2727,1048,8715
415,30.710833,-17.000000,45.710833,0.434816,146.802291,2298,1052,8736
416,32.343667,-14.000000,42.843667,0.433946,137.937115,2161,1059,8757
417,44.553833,-14.000000,55.053833,0.433078,177.691819,2765,1066,8778
418,22.245667,-17.000000,37.245667,0.432212,118.970743,1870,1070,8799
419,34.223500,-16.000000,47.723500,0.431348,153.291724,2395,1075,8820
420,19.755500,-17.000000,34.755500,0.430485,111.523826,1750,1079,8841
421,27.177667,-18.000000,43.677667,0.429624,140.655212,2201,1082,8862
422,23.950500,-15.000000,35.950500,0.428765,116.989922,1818,1088,8883
423,31.340833,-15.000000,43.340833,0.427907,140.200240,2180,1094,8904
424,25.730667,-17.000000,40.730667,0.427051,132.984126,2052,1098,8925
425,24.495500,-17.000000,39.495500,0.426197,128.853981,1990,1102,8946
426,33.750333,-15.000000,45.750333,0.425345,149.401206,2307,1108,8967
427,62.512167,-9.000000,65.512167,0.424494,212.122591,3294,1120,8988
428,18.327667,-16.000000,31.827667,0.423645,103.247036,1604,1125,9009
429,15.167667,-18.000000,31.667667,0.422798,102.466695,1595,1128,9030
430,64.708833,-8.000000,66.208833,0.421952,215.310190,3331,1141,9051
431,38.498500,-14.000000,48.998500,0.421108,158.669280,2463,1148,9072
432,35.038000,-16.000000,48.538000,0.420266,158.249482,2443,1153,9093
433,26.713167,-16.000000,40.213167,0.419426,132.479380,2024,1158,9114
434,50.136167,-13.000000,59.136167,0.418587,193.421563,2975,1166,9135
435,33.923167,-16.000000,47.423167,0.417750,155.604642,2389,1171,9156
436,61.588500,-10.000000,66.088500,0.416914,216.219957,3323,1182,9177
437,56.920667,-11.000000,62.920667,0.416080,205.683575,3170,1192,9198
438,31.886000,-17.000000,46.886000,0.415248,153.565583,2361,1196,9219
439,35.318167,-16.000000,48.818167,0.414418,159.539890,2452,1201,9240
440,15.107500,-18.000000,31.607500,0.413589,103.616969,1595,1204,9261
441,22.518333,-18.000000,39.018333,0.412762,127.729614,1960,1207,9282
442,45.155833,-13.000000,54.155833,0.411936,178.651278,2735,1215,9303
443,41.332833,-16.000000,54.832833,0.411112,178.225531,2754,1220,9324
444,52.931167,-9.000000,55.931167,0.410290,184.801825,2815,1232,9345
445,42.825500,-13.000000,51.825500,0.409469,170.491360,2611,1240,9366
446,23.147667,-16.000000,36.647667,0.408650,120.593173,1844,1245,9387
447,22.350000,-19.000000,40.350000,0.407833,134.033508,2044,1247,9408
448,32.150500,-13.000000,41.150500,0.407017,135.459122,2070,1255,9429
449,22.197833,-18.000000,38.697833,0.406203,128.344125,1955,1258,9450
450,43.636000,-11.000000,49.636000,0.405391,162.963998,2501,1268,9471
451,48.475500,-11.000000,54.475500,0.404580,179.444313,2748,1278,9492
452,36.021000,-15.000000,48.021000,0.403771,159.319570,2425,1284,9513
453,45.748500,-14.000000,56.248500,0.402964,188.512141,2828,1291,9534
454,34.581000,-13.000000,43.581000,0.402158,145.338758,2190,1299,9555
455,23.653000,-18.000000,40.153000,0.401353,133.336645,2018,1302,9576
456,36.048667,-14.000000,46.548667,0.400551,152.977656,2335,1309,9597
457,28.638000,-14.000000,39.138000,0.399749,130.420238,1975,1316,9618
458,39.845833,-15.000000,51.845833,0.398950,173.197625,2606,1322,9639
459,27.357833,-18.000000,43.857833,0.398152,145.667450,2205,1325,9660
460,31.083167,-18.000000,47.583167,0.397356,157.595580,2388,1328,9681
461,27.736000,-15.000000,39.736000,0.396561,131.870596,2001,1334,9702
462,39.320833,-13.000000,48.320833,0.395768,161.139273,2433,1342,9723
463,30.670833,-17.000000,45.670833,0.394976,152.067822,2295,1346,9744
464,53.780667,-13.000000,62.780667,0.394186,207.905734,3161,1354,9765
465,34.056000,-11.000000,40.056000,0.393398,132.421249,2017,1364,9786
466,20.830333,-17.000000,35.830333,0.392611,119.056221,1807,1368,9807
467,33.413167,-18.000000,49.913167,0.391826,164.859360,2506,1371,9828
468,28.180500,-17.000000,43.180500,0.391042,143.471157,2173,1375,9849
469,26.620667,-15.000000,38.620667,0.390260,127.529471,1941,1381,9870
470,32.707833,-16.000000,46.207833,0.389480,154.357543,2328,1386,9891
471,27.490833,-19.000000,45.490833,0.388701,150.248895,2288,1388,9912
472,24.282500,-16.000000,37.782500,0.387923,126.564047,1909,1393,9933
473,62.604000,-10.000000,67.104000,0.387148,223.099604,3374,1404,9954
474,26.621333,-15.000000,38.621333,0.386373,127.590624,1940,1410,9975
475,16.422833,-18.000000,32.922833,0.385601,109.713980,1657,1413,9996
476,23.148167,-16.000000,36.648167,0.384829,122.943160,1845,1418,10017
477,43.086000,-13.000000,52.086000,0.384060,172.760792,2616,1426,10038
478,38.025833,-13.000000,47.025833,0.383292,157.741529,2373,1434,10059
479,38.478500,-14.000000,48.978500,0.382525,163.720763,2462,1441,10080
480,70.824500,-8.000000,72.324500,0.381760,243.469786,3639,1454,10101
481,44.088500,-12.000000,51.588500,0.380996,172.155742,2592,1463,10122
482,44.951333,-11.000000,50.951333,0.380234,172.826684,2561,1473,10143
483,50.753167,-10.000000,55.253167,0.379474,185.400378,2777,1484,10164
484,59.697000,-7.000000,59.697000,0.378715,200.908171,3004,1498,10185
485,51.756000,-9.000000,54.756000,0.377958,181.711206,2752,1510,10206
486,29.788333,-18.000000,46.288333,0.377202,155.526122,2322,1513,10227
487,28.253167,-12.000000,35.753167,0.376447,121.717872,1802,1522,10248
488,66.702000,-5.000000,63.702000,0.375694,214.950934,3200,1538,10269
489,43.078667,-14.000000,53.578667,0.374943,180.192614,2696,1545,10290
490,82.329667,-6.000000,80.829667,0.374193,274.288862,4067,1560,10311
491,72.909833,-6.000000,71.409833,0.373445,243.146207,3589,1575,10332
492,47.481333,-11.000000,53.481333,0.372698,181.134359,2688,1585,10353
493,31.167833,-14.000000,41.667833,0.371952,140.503525,2099,1592,10374
494,64.557000,-7.000000,64.557000,0.371209,219.740717,3244,1606,10395
495,37.560667,-11.000000,43.560667,0.370466,147.736607,2199,1616,10416
496,48.709000,-12.000000,56.209000,0.369725,189.894038,2827,1625,10437
497,28.757833,-14.000000,39.257833,0.368986,130.922362,1978,1632,10458
498,59.989667,-8.000000,61.489667,0.368248,207.206159,3090,1645,10479
499,25.093167,-14.000000,35.593167,0.367511,119.821634,1791,1652,10500
